author,link,date,complete_text,share_count,comment_count,reaction_count
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0YSaatKAWTZfVSm3VQiC44zDmYJxGwzJC3zbWWQckqZn2od7reL2KUHRC3PXUXNGxl&id=100095001407478&__cft__[0]=AZVMXsxgxsw2BaDmHrXPpRFxdar1RYTVwARupYF6yKCrRzW_0pAOH6CKriiQjBgRbjJSKgyT_fglauiZuf6Bo-1FvqwZK5-ITM13fm-sqkwoI-ZQDoIRrGfk1z5fkkX2Yp2fktdsHppURg3yQhX4sB-OkqTBax00EAmyvYKYxU5TSdJQEgluDCSGtRTWNziRSRc&__tn__=%2CO%2CP-R,2023-08-07 19:35:00,"Ceramah semalam telah mendapat sambutan yang agak menggalakkan dengan kehadiran ribuan penduduk di sekitar. Saya berterima kasih kepada pemimpin-pemimpin serta rakan-rakan seperjuangan saya yang turut hadir dan berkempen untuk saya khususnya Setiausaha Agung DAP dan sifu saya Ng Sze Han. Saya menghargai para penyokong yang sudi hadir ke ceramah kami.  Ong menyusun sepuluh jari dan memohon sokongan semua untuk memilih Pakatan Harapan pada 12hb Ogos 2023.
昨晚在锡米山举办的政治演讲，我感受到大家对希盟对我的期望！
这场演讲不但来了几百人，也来了多为重量级领袖。
当行动党秘书长 Anthony Loke Siew Fook 为我站台，呼吁大家支持我时，我心里是激动的，心里想着一旦中选就是马上投入服务。
当我的师父 雪州行政议员 Ng Sze Han 黄思汉（同时时金銮州议席候选人）向大家介绍和保证我有能力做好人民代议士时，我心里是感恩的，因为没有这位肯放手让我学习成长的师父，没有今天的王俊伟。
8月12日，希望能通过大家手中的一票，让我有机会来回报大家给予的期望和支持！
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",4 comments,2 shares,{'Like': 69}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid06ASf2eSiHtJKiqtFrsy7XWTejdiyJwE21codmCY3DuBaLeanudoxR5gvG6Pzaeuxl&id=100095001407478&__cft__[0]=AZWkn0kHuoule5T5On_L4iqr4ESQuXLYZ5O0m_a6KgJKY0Iuxn2PZ4NrYfwqkA196n-0OvkcEvNTdKDApsFm913CfeSBfdg2etJIJUuokp1Zwt0yq5Q2y-tUmH8CmUig01JYu5Q1lhJhaVeTn6JBbMv9gJy-iF051mvtKbmSpavls68_0MGwBOwQ0Q7Y-Xgb_tg&__tn__=%2CO%2CP-R,2023-08-07 14:55:00,"𝑮𝑶 𝑻𝑬𝑳𝑳 𝑮𝑹𝑨𝑵𝑫𝑴𝑨!!!
COUNTING DOWN IN 5 DAYS!
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,3 shares,{'Like': 73}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0eJ1EeCt3q9ZtTrDM18PDiJttuwG9UVuCnFk1p32B1BGA5JAECceHXMTrYTasTstRl&id=100095001407478&__cft__[0]=AZVUveFlI26bYx18fGDAcjd2kpO-tyAkfc3jo45ls5hD5R5mzf051jJfPPCy-m9B4plkgsPxcy52er6Tj_whOJImdF_yXIJLLC_UQwDvgPDW0QlVwP_HC2-puXD-wAnwgBmEr0NTikvz0fnxYisTtWSuL2EkvsgRMji5YBIV0hBrBErsKxJ2kxFoOmzZqH-jhGI&__tn__=%2CO%2CP-R,2023-08-07 12:45:00,"Get to know and dialogue session with Indian community residents at Sri Maha Mariaman Temple and Nageswari Temple. I appreciate any views and suggestions that have been expressed.
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,1 share,{'Like': 31}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02JtvN5s4aVdZ4FVawzL4mvBQAWsoRfH3VLhuLrhjw2yJKS6qGU6ve5qJEhj4yUoBUl&id=100095001407478&__cft__[0]=AZXXNaV6dG_XJ8_Bd9B32b_W6SPwSmRwXy7ax7HN9-q8IFMk8Xw4ALWzt8d6wSP8IKKKlUB6RgkfjX5lcrNhcVYGNnCN9VVmQiDkznWH_gPnu0hmARnlQkky185fn6Oh0rD7IiwpteBrgAd4XsZA3s627Gg1PxvCn8HFPuZ5-YV5L8hTLTuzH8ZvviSNc1NHVGQ&__tn__=%2CO%2CP-R,2023-08-06 15:50:00,"Hari ini Bilik Gerakan Utama Pakatan Harapan Balakong menerima kunjungan ""tetamu khas""- Ong kecil
今天竞选中心来了一位不速之客，我的小ong！爸爸这段日子少陪你了，你却长大了！
#BalakongAdaOng
",5 comments,5 shares,{'Like': 127}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid035JCozyU4NtNQ3v1JKYVrzTW7NS8SiHDCru52BvPeRkwGdJ572HMKJdUYK6qefhril&id=100095001407478&__cft__[0]=AZUARlVdhLSwXa96dS-N5O_NIdbOiY6uzPevLmY7QHozxqmc3t_K20G5ne00yt_zp0mndqRtzT8pm0kJCOf6tQ_cx4LwTM_eA-tVJJr7Jg4PNi6_G10IqnyAC8zqeWvY4CdjnDVCs-ca_TSkAe0yJnqQQlHQY1w4Cd_6Bt3_saYCGWzoW-lV02dZe9fJr4tyf1s&__tn__=%2CO%2CP-R,2023-08-06 12:00:00,"𝑮𝑶 𝑻𝑬𝑳𝑳 𝑷𝑨𝑷𝑨!!!
COUNTING DOWN IN 6 DAYS!
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 shares,N/A,{'Like': 48}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02M2ezoVBELaneJtADfLU5NCvZJe9tt9CykAS8mRYyGESmtBi5xfDbzJib55fBdtf4l&id=100095001407478&__cft__[0]=AZWklafzLVmqgOg9XVyNSA7ataMTi7_AH6b8gG55ntVNj21syXeRaqGRjdqX0iU89FD6yjKtk-QDH1HnVfTlrtXL2-bVptRgJaMXKL8VH4SghcQamyw7pJIS5XcbFpWIOiuqxwVG16XQ13ZaUY1EwuHfwF1ERYc7jexxvPRFRmqthqnqgWGYI7kgiL34aMDu58k&__tn__=%2CO%2CP-R,2023-08-05 22:41:00,"GO TELL MAMA!!!
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,8 shares,{'Like': 98}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0eJ7YbAzivQ5b5HyNR8f6TNCRa7EYP2VYt5hFtX7ZQULNP74TeEQ72JkxtAXExg8Al&id=100095001407478&__cft__[0]=AZVpfLTFXWOoM1OQ74ZZfKXg9SqzsPzOViWdYZBVOsoiiMZxA9NflcCzYsVsTxmwBqedOXPgE8j894z09zlr-CZLGh05sMaYYAtnDleBdwEL5nAz4PXqAz-AqEEhiPcMQWSQEo8cMo-LrXwPdSOKr0BrCHFPpqOqBXXUtiKEO9rF1aNufs3mo3rYMzQJx7bO6Ug&__tn__=%2CO%2CP-R,2023-08-05 21:31:00,"Sekitar program kejohanan futsal Piala Perpaduan  JPNIN anjuran Hulu Langat. Begitulah semangat anak-anak muda yang kita hendakkan, badan cergas dan memanfaatkan masa lapang dengan kegiatan yang sihat.
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",5 comments,1 share,{'Like': 71}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02x1ZXytHMRthuY55gxiF6KtHyg5t5HZ5x2cmZRuugyMG3xFVCbxmf9Lh6dF8H1YAml&id=100095001407478&__cft__[0]=AZU9sIza_a8WTrTvsqOdtjAUBX0HbL8sLfEq0vkmyQqJL0jSA5TStq6DMnaZqokv71zcvZLJd10YgIAyd84urMRxCvwtHR09eeHV0iN6-Kf9sGnVh8M4TnKMLw9UgBE257DbPbBb2MRoHvkOXL0rJZhL3f31Bh54n3Gz4l6BlaHLCz03VLEHp1Vw8qPY7UuwGn4&__tn__=%2CO%2CP-R,2023-08-05 19:15:00,"Jadual pada hari esok ( Ahad - 6 Ogos 2023).
Saya berharap dapat berjumpa dan beramah mesra dengan penduduk di sana dengan lebih dekat lagi.
Jumpa anda di sana!
我明天早上会在无拉港新村的华隆咖啡店开讲，傍晚会到Trader Square跟大家打招呼。我们明天见！
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,1 share,{'Like': 26}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0AkG6DB7FnWMR8Np84uTwth6ai4dd5nmadxAU2iPootTCAaZPGm5P5h1zXKbmvL3Rl&id=100095001407478&__cft__[0]=AZVEce1Y1WM5JMLTUXe_qjkLUS5Y2_g-2sR4A9pxC5QEIllh5WFIVUVb25rxJxIKmr4aqxLJyeKUuvViyLINcBLBbSFvHfxYnxSv0hxB2a1P5T52Id3TnVUXnHOCkZPgqfTcJEVmFxHzXmqqE4Ykii9gmsrTtROU3nNKeWp8KzbwWpDU3AxfwJPHirmc4YxVr3g&__tn__=%2CO%2CP-R,2023-08-05 17:02:00,"超级星期天，我们相约在锡米山！
See you guys on Sunday in Kampung Baru Sungai Chua.
Anthony Loke Siew Fook Ng Sze Han 黄思汉 Yeo Bee Yin（杨美盈） Ganabatirau Veraman Kerk Chee Yee 郭子毅 Phoong Jin Zhe（冯晋哲） Vivian Wong 黄诗怡  Wong Siew Ki 王詩棋 David Cheong 张睷洋
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,13 shares,{'Like': 42}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02YLF7n6rKLiVkt8AJAtB4qfoZZVKN3KRjCNrKL9jvNpDNc5S3D2WCWhqbLrpenHQtl&id=100095001407478&__cft__[0]=AZU6E1ENYiEGMf9cIS4KoklByloqlQV-c5xBVb6KoQwYGGxNnCtEiP3F9maaE_9-7LtOvxE8BPD91WP20EsFvTl7FWaT6UeXOUhA8YSSxhf6RwmksUWMAXwdiwXLDp7VtibEer9BpEKENzseAl7bOViGc1ei3IJbMR_RLkbTVGI80usiXp6H_cgak9Pwi62D6zb7hP1W98mcQhf1dSjYJUc5&__tn__=%2CO%2CP-R,2023-08-05 15:53:00,"我是N27无拉港候选人王俊伟。
8月12号，约定您出来投我一票。让我有机会服务无拉港的选民。
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
【我要当YB】初次上阵州选的希盟无拉港州席候选人王俊伟，自认是年轻有干劲、“有经验的新人”，并承诺会诚心服务大众。
点看影片听听王俊伟的拜票心得！
透过《当今大马》州选特别企划，带你窥探候选人的拜票情况，了解候选人有什么话想对选民说
#当今大马 #malaysiakini #我要当YB
#王俊伟 #无拉港 #六州选举
追踪当今大马
Instagram：@mkini_cn
www.instagram.com/mkini_cn
Tiktok：@mkini_cn
www.tiktok.com/@mkini_cn
",6 comments,7 shares,{'Like': 37}
当今大马 (Malaysiakini Chinese Version),https://www.facebook.com/mkinicn/posts/pfbid02E7RDp7vMM9bsVrpKQmc5NuXkoke7MyUZdL1MwEHm1ytoPJLQbca1dNRUsVpHNGEPl?__cft__[0]=AZU6E1ENYiEGMf9cIS4KoklByloqlQV-c5xBVb6KoQwYGGxNnCtEiP3F9maaE_9-7LtOvxE8BPD91WP20EsFvTl7FWaT6UeXOUhA8YSSxhf6RwmksUWMAXwdiwXLDp7VtibEer9BpEKENzseAl7bOViGc1ei3IJbMR_RLkbTVGI80usiXp6H_cgak9Pwi62D6zb7hP1W98mcQhf1dSjYJUc5&__tn__=%2CO%2CP-y-R,2023-08-05 13:04:00,,N/A,N/A,"{'Like': 34000, 'Haha': 9700}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02PQb5HTQasRVHsCjjnCAQ7NNFxh8R67iHvgQi5L3fAETuStLw8G7mC7uNECLNWk1hl&id=100095001407478&__cft__[0]=AZU028NoME7hIIrloeCbFyFeWE2ky1_SVCSqFfD7kOAugRWrwbiyTFfsgWgIZlMQx_g3mKwCSf2JY3MkKkfQFtwbFcIP-ZuElM5q7fFuhZFB01UVV05aa8Hez9Punydau6TTHlNfynDVke1xiQ_Cj26_Dl3nG-4TxZUfH0iX9ZvfUHG3351bwsYLP74vdg8HXbE&__tn__=%2CO%2CP-R,2023-08-05 12:40:00,"明天约你一起去咖啡室政治开讲，边喝咖啡边听听几位领袖分析当今国家局势和雪州未来发展。
Join us for a delightful coffee session with special guests: Yeo Bee Yin（杨美盈） and Kerk Chee Yee 郭子毅 at Wah Loong Restaurant, Kampung Baru Balakong. See you there tomorrow at 8 am! 
Wah Loong Restaurant  https://waze.com/ul/hw2835r1vu
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",4 comments,5 shares,"{'Like': 28, 'Care': 3}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02TvFovHPh5qTBjBxrADhJQ18cFPbZ9rVttKeZ43aXquCpzvKr9EJuRbDf7wNFhwe2l&id=100095001407478&__cft__[0]=AZVbLIKguPspXdoFj28u9P16-6CdXb7nxdtWw6U-MqCXDG1kK4lOpjQGtUTief5kr3dDCLaX6lax_BaEpEKiwcVYC5DJ3I3JbeaDXJZdZrRLTT6TLwN1GWFP4vWgnyiJdpSQG-dh9eMe7p8WBHRK_8eziBe-V1T4RfQo7xKr7J2hHrpazTfn0K9Sf3qIzlBaEPI&__tn__=%2CO%2CP-R,2023-08-04 22:23:00,"Sudah  
 minggu berkempen 
Suasana harini di Kampung Baru Sungai Chua sungguh menggalakkan, terima kasih atas sokongan dan penyertaan semua pada hari ini 
.  Kempen saya tetap akan diteruskan pada hari esok 
. 
Jangan lupa untuk keluar mengundi pada 
 Ogos
竞选期已经1️周了，今天锡米山新村的气氛非常热烈，谢谢大家的支持和参与。 明天依然继续
。
别忘了8月1️2️投票
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",6 comments,4 shares,{'Like': 43}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02F48ebf3STdoc3BGYtt3UcXDVGm5u8gVCveux6tK17P5Q1ZkSTNc3fHUK1HBNCnUKl&id=100095001407478&__cft__[0]=AZXCxlzz0a1Mf5Kbd1S3ySwcd4qbw8IrQy6jc92QLbpjU9hbnEjN9BqKatFgUEeXETEjArCXfR9sIeERHjnPXnPjiGJsfjiSM42JnrVIQTcQxUi6-HWhLRz61q8n_Bdnl_a4IgrMhjUEJoJ7VL6dLsvsovUfVA50KcddZjDHv5_s6uH-z86oLxelB9RPn-EdjbY&__tn__=%2CO%2CP-R,2023-08-04 20:03:00,"Bersama-sama kita meriahkan ceramah umum DUN N.27 Balakong! 
 Mari bersatu hati, hadir dan dengar wawasan masa depan untuk negeri kita. Ayuh, datang dan menyokong kami! 
竞选期快进入一周了！再有更多重量级领袖到来无拉港！8月6号晚上7点，我们有 Anthony Loke Siew Fook Ng Sze Han 黄思汉 Yeo Bee Yin（杨美盈） Ganabatirau Veraman Kerk Chee Yee 郭子毅 Wong Siew Ki 王詩棋 David Cheong 张睷洋，记得早点来吃晚餐，听政治演讲！
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",8 shares,N/A,{'Like': 34}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02CgdtDGC5obVc1B7C5cv1MWm3k5R7253kk58HRm9mjxtBAxoZTU89LCpe7Vg4Q499l&id=100095001407478&__cft__[0]=AZXkVwdkRRLGI7O-D920LdrbuIfwgjaVM3AgHaxS0CtkLcCAQP2y2XfsYiCIQZAJWf1EGDrVNLzQUg8pHy8yyJlxeQLN3XypMVdNo7GQ4UybD_Qszowa3CB5HP2QiLpESVO7L4jtFBeZOAQK7BJgYFW4AeEIVo4IZPwhR9VPQr-_ymq8iOuPZnEV9w9ZBzVmL0g&__tn__=%2CO%2CP-R,2023-08-04 18:33:00,"Menanti untuk mendengar pandangan anda dan berkongsi visi kami untuk masa depan yang lebih cerah bersama-sama. Jumpa esok di walkabout saya!
这是我明天的行程,我已经准备好聆听您们的意见，同时分享我对无拉港未来的愿景。咱们明天见！
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,5 shares,{'Like': 46}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0emxmCrTFexxVu1gJmjvDnJrpRs4KzH4o6357RxFwT19UY4CVW35PnTo71pKHF7eol&id=100095001407478&__cft__[0]=AZXJayCyNjew0_mLE-OunoMfibF8cJLg43wZQwVb0_nMKRQe_S6_uxjPWClvfNBCNPEz38EV_xHWiy1vyYEZ2Irql6zKhXZr6Qre2vN6d1HLugKfq4-cQTc6eQXBlTGf2682Tys0b7RWpmAFNHuy_rSM0pIYhUQaJuJ41AmqJKsX8PI1ioFrvuH4MQb2TTVRnl4&__tn__=%2CO%2CP-R,2023-08-04 15:47:00,"明早热潮美食中心继续开讲，咱们不见不散！
Don't miss out! Join us tomorrow at 8am in Night Tide Foodcourt. We'll provide updates on the latest political situation. See you there! 
https://maps.app.goo.gl/KbtackZCsR6YjhvG9
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 shares,N/A,{'Like': 44}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0hkqocuqb6zfHF9eyc5aK6hpuoApwpTRRFUE8eH8ZgxsgBLZEihJTBieCeLgsMUnTl&id=100095001407478&__cft__[0]=AZWQl5R7qyc9YYB7W2gtlFoC6p3PEJEEWvwOWsKOXTxh5zjhelqvPSkg7JKscPFg2Wwj8WZUv4CL4B4VolJGapliPxjLwG3d_Q9BaxwpqI2y0qZXY4oNN_utJaEBSk9zyrD7ZjeN17ER8lJSnKop4joWm8OYFXvdI8Ar7gap-HpIEqZkenbDHYhkcweDecLp9bU&__tn__=%2CO%2CP-R,2023-08-04 10:32:00,"Semangat kami tetap berkobar! 
 Walaupun jadual padat, kami bersungguh-sungguh meneruskan program dari siang 
 hingga malam 
 untuk bertemu dengan masyarakat di DUN Balakong
希望联盟的精神继续燃烧！尽管时间紧迫，我们依然坚持一步一脚印的与无拉港的选民见面。
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,2 shares,"{'Like': 49, 'Love': 3}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0N9kERVu55bqamMK33vJy8f8ULXu1Cuxnn4WCfPKECqtoseVyvoAeKHQLLd3CbJySl&id=100095001407478&__cft__[0]=AZXg9VjBcIXVkc4l-2qbNmtPyOy81f4qGcMuzxwlhl0anra5onkoCLmmWraRgdI0dWdZGBbBJzhVMyoxsGrbJYktHcL9lOeveEeuqhz6cM88KHlbKXnfuSZHDp4D6JjWHmP_2_KPzDCFp5qsg8IlYOA9np4zaKAODV1pF5iDWTo0RtHuBXX5uguhVDqBX3LyCJE&__tn__=%2CO%2CP-R,2023-08-03 19:17:00,"Penduduk di Sungai Chua, kita jumpa esok.
锡米山的朋友们，我们明天会过去，希望可以见见你们哦。
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,4 shares,{'Like': 32}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid022whAQ6b3BrTdHz6yqXQCxjNd3u5RmWvT6ccH3i1Vk7R2QAukPCmKgzqzaUUjpXzQl&id=100095001407478&__cft__[0]=AZU2CnBANkFtvFoc6I3X1ASPUP-m6PFtOwP-ORTvIVJgEAtJhZg80CYfKFvwGunesQBuvpZIHZxL-1X1xqZQpiPp9O4VgptLz1dRNtqfMBKFIc_Y_lVChM-Zr4ddpgNuXLvJ1hWKb5WKF-bE5QMlECdIPX_a5CdB78r-GQncOTxnRoifhlzhX7EE-YeJafbs3tk&__tn__=%2CO%2CP-R,2023-08-03 15:29:00,"太荣幸了！重量级领袖 Lim Kit Siang (林吉祥) Yeo Bee Yin（杨美盈） Syahredzan Johan Chong Chieng Jen 张健仁  Phoong Jin Zhe（冯晋哲） 来为我站台，如果你也想听听他们对国家的政治看法，不要自己来而已，要jio大家一起来参与明早在锡米山巴刹的咖啡室开讲！
I am so honored to have all these superstars support and endorse me. We are going to have a Kopitiam talk at Pasar Sungai Chua tomorrow morning. Rally up your friends and family to join us.
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",5 comments,27 shares,{'Like': 69}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02qYyGxjYP7u6WCqtDAKHz4bqTQRry4m1uZKwHFEai5uwKELU4MhBXRwbnEMDZqJSnl&id=100095001407478&__cft__[0]=AZVrMgYxpCum5y_1mvhZ5rzXZ3JU3XiR92XK6v37Oo5eKeUaP86e5UnQKfCwgGNOIAautz4poFPp_Dlk2BzEfC7V3Y3EVgeQ6yiGlc3Ml5CGW6wQyMKGdn4bSo_dhxZD8dHwbV2PBofQ0C3h2MwPpc8mC75DDn3Z2yYHRrgA3pQXrXhMBIvzxaJQQGuYYv3lGh0&__tn__=%2CO%2CP-R,2023-08-02 23:00:00,"Hari ke-
 berkempen 
Jelajah bersama rakyat yang mengujakan! Kami berjumpa bersama komuniti dan berbincang isu-isu penting . Terima kasih atas semua pendapat dan kata - kata semangat yang diberikan kepada kami. Sokongan padu anda amat dihargai, marilah kita bersama-sama menjadikan Balakong tempat tinggal yang lebih baik untuk keluarga kita
竞选5天了，感受到无拉港是个有人情味的地方，选民给我加油打气，有的给我指点方向，提供了改善无拉港的建设性意见。无拉港是我家，我们一起打造属于大家的无拉港！
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,3 shares,{'Like': 49}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02MFKneENBsLNu1hW7oHLcXeCrmuo9CyUW31UmzVgufsfmEL84jparxygyhP3186Csl&id=100095001407478&__cft__[0]=AZVz5FLB3YphPrNaB0QfCW-8hHG9mA-4g6aqvMZlrJYpW3_q1MeTfcQMmzs9z5j5gv9uL7ltgCUl0V2H4QcT_lX3Uw0oGj86nhivgOvl7V7bFDY9583wkXEFIrOIhT7Hc7YDmjlC9mdOlrTM3MvTxRojUcTwwUwPPlrUc2_LR5ErCgMrtvYhbRSlr-4Nsx6Wl2w&__tn__=%2CO%2CP-R,2023-08-02 22:31:00,,N/A,N/A,"{'Like': 890, 'Love': 10, 'Haha': 1300}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02ixBvo9ZDM4a1bBRo3hceqah2HD8Zd2eCstrjsH8jhUWnz4ckrHXu7QrVXCosmHCLl&id=100095001407478&__cft__[0]=AZXwF_OZP7jfx8To6lh1KkXVyO5zCiYOjogW7zouqZ_qqN8klun8plhkP1bV-zME7-MtTLRGHyJ74qXtzDb9B2vVhUADbeWIESjo6h0Lq1neWKx_mdZtI_TgD42RIBdX5EVYsE0iGuAEny9DpVijwjyeuPBkn_8AIBHVv45Xn_x4HirfmD-Hfnv7jBMHchGWvNU&__tn__=%2CO%2CP-R,2023-08-02 20:43:00,"Jadual pada hari esok (Khamis - 3 Ogos 2023).
Saya berharap dapat berjumpa dan beramah mesra dengan penduduk di sana dengan lebih dekat lagi.
Jumpa anda di sana!
明天星期四继续跑透透，早上到首都镇，下午再到仙水港村和锡米山跟大家见面打招呼。到时见！
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,3 shares,{'Like': 32}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02qUbtDPiJ9N75bDCCmFHCGjDyAZ8KodYibcNHaHHKaA4aEyzD7hffn4VPc3s3LLnFl&id=100095001407478&__cft__[0]=AZWysPy6BNaSb6SFD4LTP2rXup2g-YE6CrBGtjPWSFrJu-vTlFyxzxr360nfUaMOTONQ8b6s0frR_-8-uJ53YvlAjz4nnpfG7d0pUlbgzI3XiNZ_-vApFrbNMrv24s3b7q0QQR2CT5omwyj8WOliJww8p0EkCY6VuwE86ZlgfPWygEd3oMPqKpkX0a-Ey5Xg_zI&__tn__=%2CO%2CP-R,2023-08-02 19:34:00,,N/A,N/A,"{'Like': 4100, 'Haha': 835}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02AKaUnuzvhiCyhSk97fFarm8ggbxRYfSLpK3do1cigiAq1e5VMBqXtxuPeYFGEYgWl&id=100095001407478&__cft__[0]=AZVaMA3-g_t4YOt-7iaXzSO8MMY6mMhLb9EQR0oXMXS-hOsGv_Gng5wXMPJaXR-FUxCBstGUw30YGKP2NxqDHM43OTWXZC2IDEgmAHhugaxDdyGJrYX8aNX8J8NfJd2NXa54IHH1nPCT2P8cBNfCBmhCc8cVh9h0YaOroCOhkHdWnZUS9Kp-0wqBgteb66jUI0A&__tn__=%2CO%2CP-R,2023-08-02 18:09:00,"明天约你一起去咖啡室政治开讲，边喝咖啡边听听几位领袖分析当今国家局势和雪州未来发展。
Join us for a delightful coffee session with special guests: Member of Parliament Cheras, YB Tan Kok Wai 陈国伟 , Deputy Finance Minister, YB Steven Sim Chee Keong 沈志强  and Candidate N.29 Seri Kembangan, Wong Siew Ki 王詩棋 , at Ho Jia Station, Bandar Damai Perdana. See you there tomorrow at 8 am!
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,5 shares,{'Like': 31}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0cNcLkFQq44vjoMET82GBNvdQpJK3ZUiTNqzmpBvdc11WKGECX9pyajHwt1wEwXrMl&id=100095001407478&__cft__[0]=AZUUQ6fUFMVrWJlnU0zUFEdtqTe1FO1d_IWaDMm1l1udq0Ewttlq_Oc_icFrSUUaH75xoGUvIiUEsCzTgR4XzsbVjBUqN2lcvLP3gWmYwRLHH7GfDlXqVJH9vVqYW9XeKUmwpgFav39LQMMiia9Ae17SJB9dIdLgRFhVH5-70rEzV-ge2T5AZ_cdh6tILuZgv0A&__tn__=%2CO%2CP-R,2023-08-02 13:00:00,"感谢各大媒体厚爱，从提名到现在，不断地让我这位新人曝光！
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,4 shares,{'Like': 71}
