author,link,date,complete_text,share_count,comment_count,reaction_count
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid03THncF28D3BFZb9jZiFxXPFoL8kuT53FFgbrKa2nV5NcUC9Fqev8U9nCRw49Uanql&id=100095001407478&__cft__[0]=AZW1XDlQ-RkLOhwol-zQCKsTjKWM129WTTCmOEzZjhZP2cruBKOz-ssl2roeB8J6LkYMyHuMlhQoEd225rAsW3nw6Yz7iY4abHXn5flRPsMb4Xp-WC8fG7qdV8gR1hGQfvuQwa7A4mqcw8pHI9ZYCo4v57O4xgLnwbF-kE41AsBhKNsZ1VYyV9FY28OTjisFxI4&__tn__=%2CO%2CP-R,2023-08-11 21:33:00,"Walkabout di Pasar Malam Desa Baiduri dan Pasar Malam Batu 11.
Terima kasih atas doa yang diberi oleh Kak Nor agar hari pengundian esok semua berjalan dengan lancar
. Kak Nor juga sempat mengajar saya beberapa “skill” untuk memasak kuey teow 
.
Harap satu hari nanti saya dapat masak bagi isteri saya rasa 
.
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,2 shares,"{'Like': 67, 'Love': 4}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0EzRM3zHGL8iCbzj1xvvrCuf9aTrqFaNh5psyk8uLdEx4iNnd8WLcw9qgoRFnuZLUl&id=100095001407478&__cft__[0]=AZXKT_FPtqsTLrlIstAVD3H1_2_gKWowcwlHg_zkvVC0Et0P7wn2qtZ4dHFh0tHmNZ9KWSQgbI6MUcLsMkBhu7mWpO-_URJZBMyktS4Ao_GC4SAzVY3cVrcNnvEyjGNyl7AvCnz_m5yK5eHRFTqw5Cp9MaFcYEA_XJUqbWzNlU0V7pYLdxshUC0pnshD85CRMtc&__tn__=%2CO%2CP-R,2023-08-11 20:00:00,,N/A,N/A,"{'Like': 5400, 'Love': 4, 'Haha': 1200}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0qqMTrMejou9GqezXwqdz5gVWyPuQs6f61kxPvoNHP8ins5pYVwp1kMNEW7GuPnKcl&id=100095001407478&__cft__[0]=AZUc-JXaUm58BWo5vGvFw9A_9UB28NWFS7w_jxJOBvLjQlwQU7CFXp2aqDz9RDmB_HgIQNe9bPHQc14d82SwhlvsIketVZTKUjo7wy_EWichF5EfTf0NhdD7lEVjIOoQm8Fn9PaNO1Duf64UfhmEMTBtr6IxD6G1pbTRTVaTI83NEo_mLQSZaas4Ij7Op616jY4&__tn__=%2CO%2CP-R,2023-08-11 18:30:00,,N/A,N/A,"{'Like': 5200, 'Love': 3, 'Haha': 1200}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02R7KBLfgr7hF39EuQ6eaya8PtNAJ8uzzPZnZvGTHAKqpgsktgK8srMkhy5dXAr1NEl&id=100095001407478&__cft__[0]=AZV35p5926CQyQpXk0GMU7wIaVy4Iqx9gmuoic8iY9BcawKGu0VdQkrRhmo1Azc0A1dFvcolL0H9NN4PwL2ZupfVQFo3dOC4r0xAxK5xEFFLgTrMT_ZDLR_9IICxvIQ941oz8e-zzqOf2WLNZSseNd6H2v8tB_deS79ROolcNqHfAH8QssZ7khqt0FDkpmaWJJQ&__tn__=%2CO%2CP-R,2023-08-11 16:00:00,"Dalam 14 hari ini, saya dengan rendah diri untuk mengucapkan ribuan terima kasih kepada semua pimpinan dan pasukan saya dari seluruh Malaysia yang sanggup untuk datang ke Balakong untuk memberikan sokongan dan bimbingan tak terhingga. Setiap langkah, setiap titik perjuangan adalah hasil kerjasama kita semua sebagai satu pasukan. Saya menghargai tekad dan semangat kita semua. Marilah kita mengukir sejarah bersama demi masa depan anak-anak kita.
我太幸福了，作为一名新人，在整个竞选期有来自各地的领袖，同志和志工到来为我站台拜票。他们陪我走入巴刹、社区拜票，甚至演讲讲到嗓子沙哑，为我加持。
谢谢你们！
#您的一票很重要 #叫上亲朋好友一起来投票 
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",7 comments,2 shares,{'Like': 90}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid08U1Pdk8BXgutjW1mNND5PDU5z4zcUvL2iQ295xH67K2KDJPM5DKCLc36ZFuL18Pcl&id=100095001407478&__cft__[0]=AZUKzFMVRUC36dHveHkgIGh6acOsrJqj6fX46BAqNgtOhaWTJkwi0oTtwkuRlhnPxazbJQJcLhivGNITfX8K2RddYzMWxxTBeJD95pSLobKrl3Nj9Y53GkLlz6ex9OAXCs0Z9u4F3zKYqK7GkcjmtUICOL-HXKr6u_ogMjl56OrTxRqSXJvqpxcs3Zr3ygBpps0&__tn__=%2CO%2CP-R,2023-08-11 14:00:00,"Goyang kiri, Ayun kanan! Lompat satu, gerak satu! Yang paling best semasa tempoh kempen adalah kami bergerak bersama-sama dengan semua!
左摇摇，右摆摆！跳一跳，动一动！竞选期间最开心就是跟大家一起动起来！
#您的一票很重要 #叫上亲朋好友一起来投票 
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,4 shares,{'Like': 102}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0JeWK2LLVP8am41PXK4bDCJMb66jkq9p6c1KFFW4fBZ5uczYrTT6kzKKY55ZHPS5Jl&id=100095001407478&__cft__[0]=AZVCLmRU428Tp8Rc_o68mbu89b-ZDYRea9rWPJ5bR5viMfDPhSNiKch8ExYI-d2zUWdmDo9QM9e3Om48UNrAvwZ7IqaqcnHd_iT2pRHrS0634ZCzPKU93s0XU-tUYHlPu9rny_O1eKhPPj549T4nkSBu3QQo7rwgu3eFr8JD1uLtRQcFKD-zMyKwiTto5AQX4h0&__tn__=%2CO%2CP-R,2023-08-11 12:00:00,,N/A,N/A,"{'Like': 6000, 'Haha': 1200}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02JycjYaWtR2UEub1yqRjBXwwqZGsoFNe6Ckcfz5QvyspvqxsfR4LdGTDPtBHrDhjml&id=100095001407478&__cft__[0]=AZX0048gGZVHs780bu_CuXUminWJdDnN7PlPJWz6ZDRRb1KMZxBb17U_vqA7mJYW_pp_Z0nJEgom3s7QISJidVZLN0bY1aLzvZ3-1knMuMVU6Zs7bfnM7isRLmJA92v2FFfQ5MFqBTopjvS8d3VR0glt7xLrR6t3RYjCCDn1Cbfp2f_kLUtl7V-G5CxWNoQXCOs&__tn__=%2CO%2CP-R,2023-08-11 10:00:00,"Hari ini saya telah mengosongkan pejabat saya dan kembalikan pas kakitangan kepada SUK. Lima tahun di Ibu Pejabat Kerajaan Negeri Selangor ini merupakan kenangan terindah kepada saya. Tempat ini tempat yang saya diberikan peluang untuk berbakti kepada masyarakat. Banyak perkara yang telah saya belajar, ramai kawan yang saya berkenalan. Mereka ini insan-insan yang baik dan penting dalam kehidupanku. Kini, saya akan berpisah dengan rakan-rakan saya ini,  tetapi yang pasti akan kekal selama-lamanya adalah persahabatan kami. Terima kasih teman-teman sejatiku.
今天腾出一点时间回到莎阿南熟悉的办公室，归还我的员工证。这里有太多回忆了！以前早出晚归，跟伙伴、官员和老板在这里想出许多点子协助制定政策，学习了很多很多。
现在我要正式告别了，特别想念以前跟我一起并肩作战的伙伴，希望你们好好的，以后一定有机会见面！
#您的一票很重要 #叫上亲朋好友一起来投票 
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,1 share,{'Like': 63}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0LYGAk1qzPonkfGG2zDJpaTSFHFHmvySjdvUJTazggBqaq1rfAM4GTQJyV1ZhZe2ul&id=100095001407478&__cft__[0]=AZVKQNU-L8Nu8pAZLGcohywU6TvrS_vRxFnckc9SE5IvFnzEn8H0PZMYtCabLb8fMDsaGxaBYKVI2e-jBSlv6UFeagJhsYM66NcO40sAZIVsdXDvybqRUUqohDNQRCnUfRx8xDaG_9QRnd6locD3x022GcWp6RQMAR_MsxTcIwMDKIHjOLRJiZA8wN_j9fr3Ex8&__tn__=%2CO%2CP-R,2023-08-11 08:00:00,"朋友们，倒数1天啦！明天jio完全部老朋友新朋友一起去投票吧~
Hey friends, tomorrow is the day! You must jio all your buddy around you to cast vote together
, later your buddy say you bojio
#您的一票很重要 #叫上亲朋好友一起来投票
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",9 comments,5 shares,{'Like': 84}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02cs1Aoik4znwu8T7G89JNaDQNuzPVhcMvVHCce9tvLArTbFGWL5DBacmcotDvM96el&id=100095001407478&__cft__[0]=AZWAkXdG22F6GATd_Ms37Mvmhgyk35yhx51EDanZk19hVY51a_FLZndt5H82cFGAFKFUqUNrj0AhaYC7CJbBOvacMOCX1t8AaJYnZa2wYK6DoD95onAwQfztRhimhhj-Kof-8zgOwjMkpil_o-8QRREIK5Z3ygiRDxfUhh_7P3Hvhd_aKpdTQ5yCh53_hvzcVOQ&__tn__=%2CO%2CP-R,2023-08-11 00:02:00,"还有24小时就是雪州和其他5个州属的投票日。
从提名起到今天我马不停蹄进行竞选，在无拉港跑透透，听到很多的声音。
很高兴听说有人已跟家人回到家乡准备在8月12日早上，整家人浩浩荡荡地去投票，也听说有人已约好朋友投票后来个午餐聚会。
但我也听说两种反差很大的声音：
第一个，雪州有政绩，稳赢的啦，少我一票不少。
第二个，我向来投希盟，现在要我投国阵，想过投废票泄愤甚至不投。
这让我对明天6州州选感到担心。
大家请keep clam~投票绝不是儿戏，也不是用来泄愤的工具。
过去几年，马来西亚陷入政治黑暗，5年还换了4个首相，你厌烦，我其实也曾心累。
但是日子依然要过，现在眼前就有一个可以让你选择未来5年日子怎么过的机会了。
如果你想安居就靠这一票、如果你乐业也靠这一票、如果你想要雪州经济、大马经济起飞更加要靠这一票。
不要再问：投票还有用吗？认清自己要什么，投就是了！
#您的一票很重要 #叫上亲朋好友一起来投票 
#jommengundi 
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",15 comments,17 shares,{'Like': 118}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid03eeYRKWgm51uVQJXdBGkYjQnR98aPwnYbgp4mKxqh7sKmdWxP8H4aHw79JHSEFk5l&id=100095001407478&__cft__[0]=AZXI4vM27BstUVkk2bw23EZuaWP-LnO3dAU7VIjw7JY-HXEQbn9tILie0AAZ0UqWrjfLH2_3-mzPCKW4EMZSxu9-L2U6UamFXSYuZnubQ5MXCee1myE6Szh1NKd1V1WQ179ChT5c2qjlUISyaoGczNvqYw5mpOg9wfY33xhar4OFxSQnObieSFeJGgKj2DvfWNc&__tn__=%2CO%2CP-R,2023-08-10 22:00:00,"Esok dah hari terakhir untuk berkempen
Jom ikut kami jika kamu ada masa luang 
明天是竞选的最后一天了，我依然火力全开为希盟争取多多票！
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",4 comments,2 shares,{'Like': 39}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02dfrZTuAV7BG1cSaT2h1kdFGUV619kCCyn3UTDCv89X7BFxvWY1X688BhZnB4R8ZXl&id=100095001407478&__cft__[0]=AZV8ksqwZHBCGA7LQF6TCrz7LdHEkvgHtVeaeBbVgVFAevOjoerI6T_3VTG7u-ZAlvm4OaQBr6LSyJgjMzBmuP9J3F-YhGUkefB2dSnrYiLGbZ5EQB21ZmZH4gMCAOT8M44cx1VzXvOYUzYaed8fNTtbqBJJx-gSIrDYndUdkhPQ9-IRPYAYThIQ8G8VZQaKBnQ&__tn__=%2CO%2CP-R,2023-08-10 20:30:00,,N/A,N/A,"{'Like': 5700, 'Haha': 2900}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02zvQBoD6vgtBDTGTGdQk825k44z2joW4shZj79WB49h4ACmbkDLqXBrTDMxpTDe6jl&id=100095001407478&__cft__[0]=AZVBgt3izlwn_qBtq9kOJm3ehwlhTfXR9d0d1wPSkGWI_b2QFMR0Dprs-fDX7bqrG5_IWrXFHmTMNz7rS0UWZsIetqwNuzwstG1hKI8lH5ISgSnG-m7e0U5QmhIeReJ51JnYqhrIpPqiK0zlGnW8UG-zlk_5khGt3G9Aff4KFrY7llX1acy7_F-ObfQvG2s902w&__tn__=%2CO%2CP-R,2023-08-10 17:30:00,"Dialogue session with Taman Megah Indian Population Association. Learning and understanding each other is an important step towards harmony.
Let's vote ️⃣️ Candidate No.
, Wayne Ong Chun Wei, Pakatan Harapan
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,1 share,{'Like': 35}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0E9GxnnegZbjLVZWZNxHUe4w1GN3YUA4ikyftBV4Gwq4B1PxHcAfB7BDC6XqzAeaQl&id=100095001407478&__cft__[0]=AZXMPDbzLEBGuXQHiNqHYyDw9S3M2bVY-mHwLtc-ffvKNpt-xYJKfSalw2elW4mG9FssTmkxvKNCxPkoIJcnXkerye55TRAoiLLDYdprO_uFweslCPMHjgFhF4WILkFiCHJOfWMv9XCqQ_xZZ8ZSdXIfcxX3C2XolCdnDYj6gTqd9fOUiR548lMUz3kPdPlVzrc&__tn__=%2CO%2CP-R,2023-08-10 16:03:00,"Urgent! SOS! Attention! Just two more days until voting day. Sisters, please inform everyone to come home and vote!
选情告急！还有两天就是投票日，姐姐妹妹们请大家通知大家回家投票！
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 shares,N/A,{'Like': 18}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0NwWHFemjuP41sixYc87wYZnZgpF4ZfhwGjgSqSuhMr2GPiGGbZ63GZZL478PZuX6l&id=100095001407478&__cft__[0]=AZWNCrMLjkpTLjVBBafH225QkgPebnkcqvjQMpyaOeFafDb2Qawj551XXeF-1SBkG548KTK6RIMt40kuVxKuvHucSs1q805qoSebZs6CH2R_Pa83jP0T6Q_f3RkzDrMcprFkVDTD5Hte1Gc1mpM8WFn3JnZzmwzD0Vt-fV2Ww2v7yjixcUktz7fY6Q6Nj6WpbLM&__tn__=%2CO%2CP-R,2023-08-10 14:23:00,"We highly appreciate the invitation from Gurdwara Sahib, a place of worship for the Sikh community. We are happy to be able to share a wide range of views, even if we come from different backgrounds. Together, we continue to strengthen the diversity and harmony among one another.
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,1 share,{'Like': 45}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0UWL8pjmYAfqejQmrXzYWEnkQcQfx6byjP4u68dH9SFCnkFjpXY1n5co9aKGUFay6l&id=100095001407478&__cft__[0]=AZUJqOi9CkbX45e_8nK-lm4cQEUyi-u_b__kqPpeZwPkXInkuiEDOGCuJheFiGtT21cfgvCewXsEybL0aVwsZsCcRFkuYV1FTtbcW_YbIT3NhfWiCK9_5hMbY0e3Lv41UXjeiz5wQL5YVHtH-LYTvh5VOuip7Fsz8CKBrsJpXXV7Uk4CfrgOupNCcQHWfb2AmLE&__tn__=%2CO%2CP-R,2023-08-10 12:40:00,,N/A,N/A,"{'Like': 6000, 'Haha': 1200}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02pGAMjuYmBtqcfoB9dviJvfEW4iCYjtHKiG9sr2ssnp1YrAW3WEuUahVRuJD9jewxl&id=100095001407478&__cft__[0]=AZV3lhgFH0EESPUPdD2hcJ_rFEuVepYMYq71_NQ5CIVzcnCJzGU2q2D0jsM9WQh36ZuaiI89rPKqTuy2qLYWfiO24eDiwK0F2lz7_T17BA-m206nf1lcLfYznZJ1hsiB8PtxhM4J6wWM3gKi8ZLvaKjzKRHkXoy2PuKb7TpiEZuqelZfln1ILKAqsPwHhHdCxUo&__tn__=%2CO%2CP-R,2023-08-10 10:29:00,"（English below）
下雨又如何？雨淋不熄我们捍卫雪州的火！
昨晚是无拉港州议席竞选的最后一场政治演讲，后半段时间在下雨，但是我的前辈和同志们依然为我站台，我的义工伙伴们也在坚守岗位。
最令我感动的是那些一直陪伴我们，直到最后的无拉港选民。正是您们的行动激励着我，你们的支持和信任成了我的力量。
8月12号，呼朋引伴出来投票，我们一起为希盟投多多票！
Last night marked the finale campaign in Balakong constituency. Despite the weather, the unwavering support of my predecessors and teams inspired me. Their dedication in rain and the commitment of my volunteers touched me deeply.
Yet, it's the Balakong citizens who stood by us till the end that truly moved me. Your actions fuel my determination. With your support, I stride forward with resolve, working to achieve our shared vision.
On August 12th, gather your friends to vote. Together, we'll shape a brighter future!
#您的一票很重要 #叫上亲朋好友一起来投票
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,4 shares,{'Like': 49}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02zsnAcLzLQTwjfepQp7iFzTG2Xdx5V2M1mCS3sQwt2iJNgsYHXpzB9LaFrwGFQLKCl&id=100095001407478&__cft__[0]=AZUNq47pmHeRChEg2WPGMD1g2t2sGkJDgE5JFiaPBOX7YXz6h6uJtDb7dQIymBUzU5sfE2KWnvcn6wXRFzG2-lZ6VospeIT3WWWoufwgJpuOuQb5SAdRJYdF5dI4L9KUOl6F_ETJXnU-t5XqFwqZPwfkYWiX16yalgntnbP2gZJ0b0x9zEaGtuLNNCECutt2Aq4&__tn__=%2CO%2CP-R,2023-08-09 23:00:00,"Hari Ke-13 berkempen
Jom berjumpa di acara Meet & Greet dan Grand Finale Kita Selangor kami! Mari kita berkenalan bersama dan mendengar aspirasi kita bagi Negeri Selangor 
.
不知不觉明天就是竞选期的第13天！依然会走入社区，尽可能让选民知道谁是王俊伟。
晚上将出席雪州的压轴造势活动，有兴趣的朋友可以跟随我到现场去哦！
#jommengundi #您的一票很重要 #叫上亲朋好友一起来投票 
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,7 shares,{'Like': 27}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0hKwauU7sbUE44o7uZ3ZdjQPwxkGVKJkAscr4zMrm7tm3emWkagGoGJnvziGYvbWUl&id=100095001407478&__cft__[0]=AZWvsN4EPUaVgTZDeWXF6FThlIKsZqEfsUiYybCKIAKm91WuC83lkTgug4PdqyxtvCB_TyR6I3cLU14MpTDm5QZMB7QJrGFxaaprjfsA9TbYwp9Jcc7T-NFeM7kHs80pXZ7s48ToI9pBzd3o3QhvX9ORpt7wmR8rwzaRIyVOyWEOx1_p5FX2lbrF52IAM6E0Hzk&__tn__=%2CO%2CP-R,2023-08-09 15:02:00,"Sekitar kunjungan ke kawasan-kawasan DUN Balakong. Selain daripada berjumpa dengan warga-warga Balakong, kami juga ingin mendengar dan melihat sendiri isu-isu setempat.
除了到无拉港各地拜票与居民见面外，我也顺便聆听和视察当地的议题。
#您的一票很重要 #叫上亲朋好友一起来投票
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,4 shares,{'Like': 46}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02qrzPgwS6TpUhQmT3MhwEsWCsgKAJ79ERBfunEUgGjUksz8MWPZeHwAugesvux6mTl&id=100095001407478&__cft__[0]=AZVtLFitKUvOCESd6_UZK4yBdqzvOkmKINGigQNaLq6fYU61fS-xtokZ2frFb1SI3IRXNjJWQ4hYN4SqBjACKmwLsz0YxJFBXb1nxf-L3dOfVUurhi9WKYykdoUCTwVY-NCQg7AgtZPpYHAes63hFIc7hnayAuE4wB-PB1q773Tk_bWNzeWgcpKnyNQ6OYcNk2w&__tn__=%2CO%2CP-R,2023-08-09 12:15:00,"𝙂𝙊 𝙏𝙀𝙇𝙇 𝘽𝙍𝙊𝙏𝙃𝙀𝙍!!!
我們一起出來投票
𝐂𝐎𝐔𝐍𝐓𝐈𝐍𝐆 𝐃𝐎𝐖𝐍 𝐈𝐍 𝟑 𝐃𝐀𝐘𝐒!
Ayuh bro, 12 Ogos 2023 kita keluar mengundi ya.
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",4 comments,N/A,{'Like': 43}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02uEuvSXRmxP7DGKRvxMGHaqPw2PaGykMvfAyD5DxkF3TawJyzaVx3SawcarusUKGxl&id=100095001407478&__cft__[0]=AZUNIqnOYik6Zlw5mMPBLwYGo3FYeLVuXTPTvUqfOm9DB08I0Rpine5lVtj2DBK7V2rx4xL5zlQ38M28TgUvfVFPsyDjsYtXsW2MNccnAdeROnoiY_ClInem5k4ezE7ye3wQ340AuwAG7nUIA8AFhQiws1VmUA34D-eSGxKlj_omx-4P_tCsuLXfzkdJafAoLYs&__tn__=%2CO%2CP-R,2023-08-08 21:32:00,"Masa berlalu amat cepat, dah masuk hari ke-12. Jom sama-sama menyertai kami hari esok dan pada waktu malam ada Ceramah di Cheras Trader Square. Jangan lepaskan Ceramah Umum terakhir di Balakong! Mari kita bangkitkan semangat pilihan raya negeri!
明天继续冲刺。明晚将会是无拉港最后一场政治演讲，走过路过不要错过，一起来感受州选的气氛吧！
#您的一票很重要 #叫上亲朋好友一起来投票
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,9 shares,{'Like': 17}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02EC7ZqbjZRpxXFoJdgFgmPYxYKGdPDVwcFk8r3Nva1HRdRvS1RhoMHVWcyWvyogu2l&id=100095001407478&__cft__[0]=AZU2xHZFvgPRUCqgiuX-OH_8idpOmIoOgk1RADsdFPvVOWSR-b1oMsgsj6f6hyWfU_-vs-x6vRobc-Y0gd-iIBsYmWE2kRXOQsznrN34OP9a29Nub9EECYfrfOW2EWub02t0Is8XofqoyqH5I7P_TNPRCVLj-Mpusf_kFSc_oU4yzxpyVVa4noqJWXpUUDllh-Q&__tn__=%2CO%2CP-R,2023-08-08 17:35:00,"Demi perpaduan, kestabilan dan kemakmuran, kita bina bersama.
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",6 comments,N/A,{'Like': 52}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02hHkqnC8DbbkYKY16HGwS5HA2efXadUABcqHQNzbYxQSmW5BYXQwESfnh9pXJpTNSl&id=100095001407478&__cft__[0]=AZU49AlUFVA1rV8RyBcWE_XUKgBote_gcZP2Q6iPEnF78emZq3UQMllnBo55PnSStWWEWk30EmcVX0MveZ5xl8Q4-vuALz77P401Cc-4P-VsV1LBxi7LpDEmgN25spWbWrKk36e7XVBuQORHo0_yog4ZYbTbZQ0qgUAq9b6Xe2drXvhwlbQlNT4XVG5-w_otmJ4&__tn__=%2CO%2CP-R,2023-08-08 12:36:00,,N/A,N/A,"{'Like': 123000, 'Haha': 18000}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0uiYZCFv27376dzJsRp4Qmc2tB387ebr5kdC1DzeGVjni1XtPUrBLGjJSUQskTyXNl&id=100095001407478&__cft__[0]=AZUUWvc50l04dSX-9VNxj7sAJtyhjNIoqTlyJo_eaaXeBPW65kVesBpjCK_0PBXxwAhaUafcyQWFCVJ7GVT5JKg7fFuOEfKEmPy0Qh9tzogh1TLa8ykhlXHRv6tvjKi9YzuaW-eOnEjTOt3205Ra7lgUXGzOkBfiEW_6Xid17k7varmEdC380dxk89z0h8cpRsE&__tn__=%2CO%2CP-R,2023-08-08 11:15:00,"倒数4天！这是最后一场无拉港政治演讲了！走过路过不要错过，一起来感受州选的气氛吧！
Counting down 4 days! Don't miss out on the final political speech in Balakong! Let's stir up the state election fervor!
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",7 comments,11 shares,{'Like': 45}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02NNjwWPp6821aV8hp9uhyYLHGmQo3NqZKZqEbVaCVKQwibBjXFBtAtBzuUeW19WDol&id=100095001407478&__cft__[0]=AZWKGS-X8cltvtNv_ZVbiNtcZliuN-LGBNZnokyH7TOCU34-2EQUfh0oe7OYYomEYZtZ8DfdUbqoMuQYAKX34yNYJdG8zUVrmC7BP1ePPEwl7pPYR7A9uVuuJFwuFEQMi8oDKg_B0uKcG7O7xwYuwaKcoQKp-htmcOGFYhknbVmzny4V_PjK-p-k6jlPRluaTMw&__tn__=%2CO%2CP-R,2023-08-08 10:57:00,"𝑮𝑶 𝑻𝑬𝑳𝑳 𝑮𝑹𝑨𝑵𝑫𝑷𝑨!!!
州选倒数4天，一人拉一票﻿ 沒什麼比投票更重要！
 放下手边的事，一起回家投票吧！
𝐂𝐎𝐔𝐍𝐓𝐈𝐍𝐆 𝐃𝐎𝐖𝐍 𝐈𝐍 𝟒 𝐃𝐀𝐘𝐒!
Every vote counts! There's nothing more important than voting.
Set aside your tasks and let's all go home to cast our votes together!
#Jommengundi
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",10 comments,N/A,{'Like': 28}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid035RrCoAJHN2vUmMFd36DZEvSRhrumxrvLJcohkzYfRRgYc1uueZMRDAQknCVwLrQLl&id=100095001407478&__cft__[0]=AZWTvqR2loEVXiFl9vpkCUy8k9DqOoy8s1sRcvau_AapJF2B-lcWt83srKyLxqHU0bBXtI7fanEyLNW76Ysa9n0WUPPf1sQyXCQ_OIVpfKX2rWDD71MPhJWtCNUPHyGTzC0Lr33p2Sxi2LY5SzTdBHpELGGXIhTba_SuU6S0h-6n_oTEILssPSQZy61tSa2lU04&__tn__=%2CO%2CP-R,2023-08-07 20:54:00,"Telah masuk minggu kedua tempoh Kempen Pilihanraya Negeri. Seperti biasa, kita mulakan perjalanan rutin dengan berjumpa penduduk-penduduk setempat. Saya juga mengambil masa untuk meninjau keadaan undi awal.
Ayuh semarakkan #ArusMerahKuning dengan semangat #KitaSelangor . Perpaduan demi Kestabilan dan Kemakmuran!
竞选10天，明天做什么？当然是继续见选民！明天也会去视察undi awal的情况，之后继续在无拉港趴趴走！
#MalaysiaMadani #KitaSelangor #Jommengundi #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,4 shares,{'Like': 39}
